Samples	plate	timepoint	genotypeID	chamber	microbiome	well	size.pixels	size.mm2	Fo	Fm	Fv	Fp	Fm_L1	Fm_L2	Fm_L3	Fm_L4	Fm_Lss	Fm_D1	Fm_D2	Fm_D3	Ft_L1	Ft_L2	Ft_L3	Ft_L4	Ft_Lss	Ft_D1	Ft_D2	Ft_D3	Fo_L1	Fo_L2	Fo_L3	Fo_L4	Fo_Lss	Fo_D1	Fo_D2	Fo_D3	Fv_L1	Fv_L2	Fv_L3	Fv_L4	Fv_Lss	Fv_D1	Fv_D2	Fv_D3	Fq_L1	Fq_L2	Fq_L3	Fq_L4	Fq_Lss	Fq_D1	Fq_D2	Fq_D3	QY_max	Fv/Fm_L1	Fv/Fm_L2	Fv/Fm_L3	Fv/Fm_L4	Fv/Fm_Lss	Fv/Fm_D1	Fv/Fm_D2	Fv/Fm_D3	QY_L1	QY_L2	QY_L3	QY_L4	QY_Lss	QY_D1	QY_D2	QY_D3	NPQ_L1	NPQ_L2	NPQ_L3	NPQ_L4	NPQ_Lss	NPQ_D1	NPQ_D2	NPQ_D3	qN_L1	qN_L2	qN_L3	qN_L4	qN_Lss	qN_D1	qN_D2	qN_D3	qP_L1	qP_L2	qP_L3	qP_L4	qP_Lss	qP_D1	qP_D2	qP_D3	qL_L1	qL_L2	qL_L3	qL_L4	qL_Lss	qL_D1	qL_D2	qL_D3	Rfd_L1	Rfd_L2	Rfd_L3	Rfd_L4	Rfd_Lss
P17B3.0C.ControlM	P45	initial	P17B3	0	Control	9	374	57.32	50.7	105.02	54.32	98.71	70.77	57.66	53.48	48.39	45.75	78.27	87.79	89.4	72.46	56.02	50.72	46.44	43.64	45.58	49.33	48.45	41.1	36.31	34.61	32.4	31.19	43.52	46.31	46.76	29.67	21.35	18.88	15.99	14.56	34.75	41.47	42.64	-1.69	1.64	2.76	1.95	2.11	32.69	38.46	40.94	0.52	0.42	0.37	0.35	0.33	0.32	0.44	0.47	0.48	-0.02	0.03	0.05	0.04	0.05	0.42	0.44	0.46	0.48	0.82	0.96	1.17	1.3	0.34	0.2	0.17	0.54	0.69	0.73	0.78	0.8	0.43	0.29	0.27	-0.06	0.08	0.15	0.12	0.15	0.94	0.93	0.96	-0.1	0.12	0.21	0.17	0.2	0.99	0.99	1	0.36	0.76	0.95	1.13	1.26
P17B3.0C.ControlM	P45	week3	P17B3	0	Control	9	619	94.87	41.9	95.34	53.44	79.59	24.96	20.07	18.6	17.82	17.62	40.3	54.28	58.63	23.31	16.61	15.64	14.07	14.05	20.07	26.22	27.55	18.71	15.82	14.89	14.39	14.26	26.18	31.45	32.86	6.25	4.25	3.71	3.43	3.36	14.11	22.83	25.77	1.65	3.46	2.96	3.74	3.57	20.23	28.06	31.08	0.56	0.25	0.21	0.2	0.19	0.19	0.35	0.42	0.44	0.07	0.17	0.16	0.21	0.2	0.5	0.52	0.53	2.82	3.75	4.13	4.35	4.41	1.37	0.76	0.63	0.92	0.95	0.95	0.96	0.96	0.8	0.64	0.59	0.26	0.81	0.8	1.09	1.06	1.43	1.23	1.21	0.33	0.85	0.84	1.07	1.05	1.1	1.02	1.01	2.41	3.79	4.09	4.66	4.66
P17B3.9C.0M	P46	initial	P17B3	9	0	9	1181	181	19.86	57.15	37.3	58.96	41.62	35.83	34.21	32.6	31.42	46.37	50	50.66	40.99	34.59	32.48	30.38	29.22	18.25	18.98	18.25	17.58	16.45	16.1	15.74	15.46	18.37	18.92	19.01	24.04	19.38	18.11	16.87	15.97	28	31.09	31.65	0.63	1.24	1.73	2.23	2.2	28.11	31.03	32.41	0.65	0.58	0.54	0.53	0.52	0.51	0.6	0.62	0.62	0.02	0.03	0.05	0.07	0.07	0.61	0.62	0.64	0.37	0.6	0.67	0.75	0.82	0.23	0.14	0.13	0.39	0.52	0.56	0.59	0.62	0.28	0.19	0.17	0.03	0.06	0.1	0.13	0.14	1	1	1.02	0.06	0.13	0.19	0.25	0.26	1	1	0.98	0.44	0.7	0.82	0.94	1.02
P17B3.9C.0M	P46	week3	P17B3	9	0	9	666	102.07	52.65	144.69	92.04	132.43	77.11	60.96	56.18	51.83	47.71	84.48	110.99	119.29	80.13	59.55	54.37	49.19	45.81	41.29	47.96	48.48	39.92	35.1	33.46	31.87	30.26	41.8	47.41	48.86	37.19	25.85	22.72	19.96	17.44	42.67	63.58	70.43	-3.01	1.41	1.81	2.64	1.9	43.19	63.03	70.81	0.64	0.48	0.42	0.4	0.39	0.37	0.51	0.57	0.59	-0.04	0.02	0.03	0.05	0.04	0.51	0.57	0.59	0.88	1.37	1.58	1.79	2.03	0.71	0.3	0.21	0.64	0.76	0.8	0.82	0.85	0.59	0.35	0.27	-0.08	0.05	0.08	0.13	0.11	1.01	0.99	1.01	-0.16	0.09	0.13	0.2	0.16	1	1	1	0.65	1.22	1.44	1.69	1.89
P17B3.9C.9M	P47	initial	P17B3	9	9	9	2147	329.04	74.91	208.82	133.91	204.03	154.14	130.99	122.36	114.63	109.95	169.5	183.76	187.61	153.88	130.49	121.03	112.26	107.19	74.05	75	74.02	66.45	61.75	59.76	57.86	56.64	69.16	71.42	71.99	87.68	69.24	62.59	56.77	53.31	100.34	112.34	115.62	0.25	0.49	1.32	2.36	2.76	95.44	108.76	113.59	0.64	0.57	0.53	0.51	0.5	0.48	0.59	0.61	0.62	0	0	0.01	0.02	0.03	0.56	0.59	0.61	0.35	0.59	0.71	0.82	0.9	0.23	0.14	0.11	0.38	0.53	0.58	0.62	0.65	0.28	0.18	0.16	0	0.01	0.02	0.04	0.05	0.95	0.97	0.98	0.01	0.01	0.04	0.08	0.1	1.02	1.02	1.01	0.33	0.56	0.69	0.82	0.9
P17B3.9C.9M	P47	week3	P17B3	9	9	9	2478	379.77	65.45	139.11	73.66	135.74	72.72	75.04	73.5	73.16	73.42	85.62	102.23	106.19	70.88	69.6	67.33	65.32	65.12	49.99	55.43	58.2	45.78	46.69	46.09	45.96	46.06	50.58	55.96	57.12	26.93	28.35	27.41	27.2	27.36	35.04	46.28	49.07	1.84	5.44	6.17	7.84	8.3	35.62	46.81	48	0.53	0.37	0.38	0.37	0.37	0.37	0.41	0.45	0.46	0.03	0.07	0.08	0.11	0.11	0.42	0.46	0.45	0.91	0.85	0.89	0.9	0.89	0.62	0.36	0.31	0.71	0.69	0.71	0.71	0.71	0.6	0.44	0.4	0.07	0.19	0.23	0.29	0.3	1.02	1.01	0.98	0.11	0.29	0.33	0.41	0.43	1	1	1	0.92	0.95	1.02	1.08	1.08
P17B3.9C.ControlM	P48	initial	P17B3	9	Control	9	253	38.77	40.19	106.35	66.15	101.25	60.58	47.69	44.89	43.54	45.27	88.86	95.25	95.06	62.32	45.79	43.35	40.43	41.12	39.32	40.96	40.06	31.27	27.44	26.49	26.01	26.62	37.41	38.5	38.47	29.31	20.25	18.4	17.53	18.65	51.44	56.75	56.6	-1.75	1.9	1.53	3.11	4.15	49.54	54.29	55	0.62	0.48	0.42	0.41	0.4	0.41	0.58	0.6	0.6	-0.03	0.04	0.03	0.07	0.09	0.56	0.57	0.58	0.76	1.23	1.37	1.44	1.35	0.2	0.12	0.12	0.61	0.74	0.77	0.78	0.77	0.25	0.16	0.17	-0.06	0.09	0.08	0.18	0.22	0.96	0.96	0.97	-0.12	0.16	0.14	0.28	0.34	1.01	1.02	1.01	0.62	1.21	1.34	1.5	1.46
P17B3.9C.ControlM	P48	week3	P17B3	9	Control	9	567	86.9	35.9	72.87	36.97	66.58	27.22	20.74	18.54	17.92	17.22	30.78	41.8	46.18	26.2	18	15.4	13.9	14.16	16.61	21.34	24.02	19.66	16.04	14.69	14.3	13.85	21.45	26.27	27.94	7.56	4.7	3.85	3.62	3.37	9.33	15.52	18.24	1.03	2.74	3.14	4.02	3.06	14.18	20.45	22.16	0.51	0.28	0.23	0.21	0.2	0.2	0.3	0.37	0.39	0.04	0.13	0.17	0.22	0.18	0.46	0.49	0.48	1.68	2.51	2.93	3.07	3.23	1.37	0.74	0.58	0.86	0.92	0.93	0.94	0.94	0.82	0.67	0.59	0.14	0.58	0.82	1.11	0.91	1.52	1.32	1.21	0.18	0.65	0.85	1.08	0.93	1.18	1.07	1.04	1.54	2.7	3.32	3.79	3.7
P17B6.0C.0M	P43	initial	P17B6	0	0	10	274	41.99	52.89	155.05	102.16	151.22	123.24	106.61	99.29	89.22	82.84	122.3	135.96	140.85	128.17	109.3	100.8	89.74	81.87	54.52	56.7	56.26	48.61	45.79	44.39	42.25	40.77	48.46	50.47	51.13	74.63	60.82	54.9	46.97	42.08	73.84	85.49	89.72	-4.93	-2.69	-1.51	-0.52	0.98	67.78	79.26	84.58	0.66	0.61	0.57	0.55	0.53	0.51	0.6	0.63	0.64	-0.04	-0.03	-0.02	-0.01	0.01	0.55	0.58	0.6	0.26	0.45	0.56	0.74	0.87	0.27	0.14	0.1	0.3	0.44	0.5	0.58	0.63	0.31	0.18	0.14	-0.07	-0.04	-0.03	-0.01	0.02	0.92	0.93	0.94	-0.17	-0.11	-0.06	-0.02	0.05	1.03	1.04	1.04	0.18	0.38	0.5	0.69	0.85
P17B6.0C.0M	P43	week3	P17B6	0	0	10	429	65.75	44.96	125.28	80.32	113.6	62.33	49.07	45.79	44.16	39.39	75.98	93.13	96.75	64.68	49.27	43.97	41.7	37.1	32.95	37.46	37.63	33	28.87	27.7	27.1	25.23	36.47	40.01	40.66	29.33	20.2	18.08	17.06	14.17	39.51	53.13	56.09	-2.35	-0.2	1.81	2.46	2.29	43.03	55.67	59.11	0.64	0.47	0.41	0.39	0.39	0.36	0.52	0.57	0.58	-0.04	0	0.04	0.06	0.06	0.57	0.6	0.61	1.01	1.55	1.74	1.84	2.18	0.65	0.35	0.29	0.68	0.79	0.81	0.83	0.86	0.56	0.38	0.34	-0.08	-0.01	0.1	0.14	0.16	1.09	1.05	1.05	-0.16	-0.02	0.16	0.22	0.24	0.98	0.98	0.98	0.76	1.31	1.58	1.72	2.06
P17B6.0C.9M	P44	initial	P17B6	0	9	10	1610	246.74	37.79	87.2	49.41	91.82	56.28	49.45	46.58	43.98	43.63	68.56	72.24	73.61	58	49.08	47.01	44.14	42.26	38.31	37.94	37.11	30.53	28.4	27.43	26.5	26.38	33.81	34.68	34.99	25.76	21.05	19.15	17.47	17.26	34.75	37.56	38.62	-1.72	0.37	-0.44	-0.17	1.38	30.25	34.3	36.5	0.57	0.46	0.43	0.41	0.4	0.4	0.51	0.52	0.52	-0.03	0.01	-0.01	0	0.03	0.44	0.47	0.5	0.55	0.76	0.87	0.98	1	0.27	0.21	0.18	0.55	0.64	0.68	0.71	0.72	0.35	0.28	0.26	-0.07	0.02	-0.02	-0.01	0.08	0.87	0.91	0.95	-0.13	0.03	-0.04	-0.02	0.13	0.99	1	1	0.58	0.87	0.95	1.08	1.17
P17B6.0C.9M	P44	week3	P17B6	0	9	10	1169	179.16	53.61	149.33	95.72	135.09	60.17	45.92	42.64	39.47	37.53	78.54	100.02	108.09	60.64	43.74	39.5	36.41	33.41	38.05	42.76	43.98	35	29.65	28.24	26.81	25.91	40.51	45.55	47.15	25.17	16.28	14.4	12.65	11.63	38.03	54.47	60.93	-0.47	2.18	3.14	3.05	4.13	40.49	57.26	64.11	0.64	0.42	0.35	0.34	0.32	0.31	0.48	0.54	0.56	-0.01	0.05	0.07	0.08	0.11	0.52	0.57	0.59	1.48	2.25	2.5	2.78	2.98	0.9	0.49	0.38	0.78	0.86	0.88	0.9	0.91	0.65	0.48	0.4	-0.02	0.13	0.22	0.24	0.36	1.06	1.05	1.05	-0.03	0.2	0.3	0.33	0.46	1	0.99	0.98	1.23	2.09	2.42	2.71	3.04
P17B6.0C.ControlM	P45	initial	P17B6	0	Control	10	480	73.56	121.29	235.39	114.1	229.9	125.35	101.16	93.74	85.42	81.04	157.95	177.93	183.43	131.55	102.92	94.21	85.28	80.25	103.99	110.41	111.87	83.51	72.04	68.19	63.68	61.22	96.83	103.98	105.84	41.84	29.12	25.55	21.74	19.83	61.12	73.94	77.59	-6.19	-1.76	-0.47	0.13	0.8	53.96	67.52	71.56	0.48	0.33	0.29	0.27	0.25	0.24	0.39	0.42	0.42	-0.05	-0.02	-0.01	0	0.01	0.34	0.38	0.39	0.88	1.33	1.51	1.76	1.9	0.49	0.32	0.28	0.72	0.82	0.85	0.87	0.89	0.56	0.44	0.4	-0.15	-0.06	-0.02	0.01	0.04	0.88	0.91	0.92	-0.23	-0.09	-0.03	0.01	0.05	0.95	0.97	0.97	0.75	1.23	1.44	1.7	1.86
P17B6.0C.ControlM	P45	week3	P17B6	0	Control	10	745	114.18	91.55	195.72	104.17	165.19	52.2	40.38	36.41	35.06	32.87	84.59	115.98	120.07	53.59	38.53	34.87	32.81	30.97	48.47	60.94	61.38	40.05	32.7	30.05	29.12	27.59	56.7	69.27	70.71	12.16	7.68	6.36	5.94	5.27	27.89	46.71	49.36	-1.38	1.85	1.54	2.25	1.9	36.11	55.04	58.69	0.53	0.23	0.19	0.17	0.17	0.16	0.33	0.4	0.41	-0.03	0.05	0.04	0.06	0.06	0.43	0.47	0.49	2.75	3.85	4.38	4.58	4.96	1.31	0.69	0.63	0.92	0.95	0.96	0.96	0.97	0.8	0.63	0.61	-0.11	0.24	0.24	0.38	0.36	1.3	1.18	1.19	-0.15	0.28	0.28	0.43	0.4	1.11	1.04	1.03	2.08	3.29	3.74	4.04	4.33
P17B6.9C.0M	P46	initial	P17B6	9	0	10	1208	185.13	28.8	71.31	42.51	74.6	45.55	39.05	37.77	36.76	34.64	55.92	61.61	62.7	47.01	38.86	36.82	35.32	33.2	26.78	28.02	27.52	23.45	21.6	21.2	20.88	20.18	25.92	27.08	27.29	22.1	17.46	16.57	15.88	14.46	30	34.53	35.41	-1.46	0.2	0.95	1.44	1.44	29.15	33.59	35.17	0.6	0.49	0.45	0.44	0.43	0.42	0.54	0.56	0.56	-0.03	0.01	0.03	0.04	0.04	0.52	0.55	0.56	0.57	0.83	0.89	0.94	1.06	0.28	0.16	0.14	0.54	0.65	0.67	0.69	0.72	0.34	0.22	0.2	-0.07	0.01	0.06	0.09	0.1	0.97	0.97	0.99	-0.13	0.02	0.1	0.15	0.16	1	1.01	1	0.59	0.92	1.03	1.11	1.25
P17B6.9C.0M	P46	week3	P17B6	9	0	10	399	61.15	82.3	228.8	146.5	206.52	110.37	83.89	76.66	70.68	65.38	119.56	167.26	181.99	115.92	82.7	73.81	68.31	62.41	64.96	78.4	80.1	59.38	50.76	48.02	45.6	43.34	61.94	72.68	75.33	50.99	33.13	28.64	25.08	22.05	57.62	94.58	106.66	-5.55	1.18	2.85	2.38	2.98	54.6	88.86	101.9	0.64	0.46	0.39	0.37	0.35	0.34	0.48	0.57	0.59	-0.05	0.01	0.04	0.03	0.05	0.46	0.53	0.56	1.07	1.73	1.98	2.24	2.5	0.91	0.37	0.26	0.7	0.81	0.84	0.86	0.88	0.65	0.39	0.31	-0.11	0.04	0.1	0.09	0.14	0.95	0.94	0.96	-0.21	0.06	0.15	0.14	0.19	0.99	1.01	1.02	0.78	1.5	1.8	2.02	2.31
P17B6.9C.9M	P47	initial	P17B6	9	9	10	560	85.82	101.16	244.28	143.11	242.29	166.96	141.49	134.61	130.8	123.52	211.73	225.92	229.04	171.61	142.09	133.54	128.84	122.16	98.95	100.74	99.99	84.89	77.77	75.64	74.43	72.01	95.11	97.87	98.45	82.08	63.72	58.97	56.38	51.51	116.62	128.05	130.59	-4.65	-0.6	1.07	1.97	1.36	112.78	125.18	129.06	0.59	0.49	0.45	0.44	0.43	0.42	0.55	0.57	0.57	-0.03	0	0.01	0.02	0.01	0.53	0.55	0.56	0.46	0.73	0.81	0.87	0.98	0.15	0.08	0.07	0.49	0.62	0.65	0.67	0.7	0.22	0.13	0.1	-0.06	-0.01	0.02	0.03	0.03	0.97	0.98	0.99	-0.11	-0.02	0.03	0.06	0.04	1.01	1.01	1	0.41	0.71	0.81	0.88	0.98
P17B6.9C.9M	P47	week3	P17B6	9	9	10	893	136.86	39.11	99.94	60.83	87.35	42.42	35.09	32.75	30.13	28.44	42.69	57.26	64.15	42.3	32.31	29.84	27.32	25.48	24.09	29.87	32.14	25.55	22.69	21.69	20.51	19.71	25.65	30.28	32.1	16.87	12.39	11.06	9.62	8.73	17.04	26.98	32.05	0.12	2.77	2.91	2.82	2.96	18.6	27.38	32.02	0.61	0.4	0.35	0.34	0.32	0.31	0.4	0.47	0.5	0	0.08	0.09	0.09	0.1	0.44	0.48	0.5	1.36	1.85	2.05	2.32	2.51	1.34	0.75	0.56	0.77	0.84	0.86	0.88	0.89	0.77	0.61	0.53	0.01	0.22	0.26	0.29	0.34	1.09	1.02	1	0.01	0.32	0.36	0.39	0.44	1.03	1	1	1.06	1.7	1.93	2.2	2.43
P17B6.9C.ControlM	P48	initial	P17B6	9	Control	10	373	57.16	82.81	167.95	85.14	156.43	96.27	74.71	69.62	64.85	62.76	110.18	122.91	127.48	100.88	75.53	69.51	65.07	61.93	67.07	71.14	71	60.57	51.27	48.81	46.42	45.34	65.8	70.14	71.6	35.7	23.45	20.8	18.43	17.42	44.38	52.77	55.88	-4.61	-0.82	0.1	-0.22	0.83	43.11	51.77	56.48	0.51	0.37	0.31	0.3	0.28	0.28	0.4	0.43	0.44	-0.05	-0.01	0	0	0.01	0.39	0.42	0.44	0.74	1.25	1.41	1.59	1.68	0.52	0.37	0.32	0.67	0.8	0.83	0.85	0.86	0.57	0.46	0.42	-0.13	-0.03	0	-0.01	0.05	0.97	0.98	1.01	-0.21	-0.05	0.01	-0.02	0.06	0.99	1	1	0.55	1.07	1.25	1.4	1.53
P17B6.9C.ControlM	P48	week3	P17B6	9	Control	10	517	79.23	42.22	85.98	43.75	70.82	28.88	22.8	19.7	18.52	17.88	28.22	39.36	42.65	28.29	20.01	17.66	15.16	14.38	16.71	22.8	24.88	21.42	17.88	15.92	15.14	14.71	21.06	26.7	28.17	7.46	4.91	3.78	3.38	3.17	7.16	12.66	14.48	0.59	2.79	2.04	3.36	3.51	11.5	16.56	17.77	0.51	0.26	0.22	0.19	0.18	0.18	0.25	0.32	0.34	0.02	0.12	0.1	0.18	0.2	0.41	0.42	0.42	1.98	2.77	3.36	3.64	3.81	2.05	1.18	1.02	0.88	0.93	0.95	0.95	0.96	0.89	0.79	0.75	0.08	0.57	0.54	0.99	1.11	1.61	1.31	1.23	0.1	0.63	0.6	1	1.08	1.28	1.12	1.08	1.5	2.54	3.01	3.67	3.93
P17C2.0C.0M	P43	initial	P17C2	0	0	11	279	42.76	91.02	237.11	146.09	217.89	156.49	136.8	128.5	118.05	109.36	186.94	193.98	196.25	159.56	137.29	129.42	116.63	108.63	94.37	91.78	88.86	75.99	71.03	68.72	65.61	62.84	82.52	83.86	84.28	80.5	65.77	59.78	52.43	46.52	104.43	110.12	111.97	-3.07	-0.49	-0.93	1.42	0.73	92.57	102.2	107.39	0.62	0.51	0.48	0.47	0.44	0.43	0.56	0.57	0.57	-0.02	0	-0.01	0.01	0.01	0.5	0.53	0.55	0.52	0.73	0.85	1.01	1.17	0.27	0.22	0.21	0.5	0.6	0.65	0.69	0.73	0.32	0.28	0.27	-0.04	-0.01	-0.02	0.03	0.02	0.89	0.93	0.96	-0.08	-0.01	-0.03	0.05	0.03	1.01	1.02	1.01	0.37	0.59	0.68	0.87	1.01
P17C2.0C.0M	P43	week3	P17C2	0	0	11	811	124.29	67.06	196.12	129.06	183.98	99.59	78.41	71.3	64.88	58.34	130.01	158.13	164.34	101.91	77.71	68.64	62.62	55.5	52.66	57.23	57.28	50.36	44.31	41.95	39.64	37.1	57.12	61.97	62.9	49.22	34.1	29.35	25.24	21.24	72.88	96.17	101.44	-2.32	0.7	2.66	2.26	2.84	77.35	100.9	107.06	0.66	0.49	0.43	0.41	0.39	0.36	0.56	0.61	0.62	-0.02	0.01	0.04	0.03	0.05	0.59	0.64	0.65	0.97	1.5	1.75	2.02	2.36	0.51	0.24	0.19	0.66	0.78	0.81	0.84	0.87	0.48	0.28	0.24	-0.05	0.02	0.09	0.09	0.13	1.06	1.05	1.06	-0.1	0.04	0.15	0.14	0.2	0.98	0.97	0.96	0.81	1.37	1.68	1.94	2.31
P17C2.0C.9M	P44	initial	P17C2	0	9	11	2124	325.52	35.67	85.16	49.49	88.47	57.26	50.78	48.01	44.53	42.61	65.29	68.13	69.02	60.25	51.86	48.65	44.85	41.77	33.28	32.37	32.39	29.62	27.79	26.94	25.81	25.15	31.64	32.29	32.49	27.64	22.99	21.08	18.72	17.46	33.65	35.84	36.53	-2.99	-1.08	-0.63	-0.32	0.84	32.01	35.76	36.63	0.58	0.48	0.45	0.44	0.42	0.41	0.52	0.53	0.53	-0.05	-0.02	-0.01	-0.01	0.02	0.49	0.52	0.53	0.49	0.68	0.77	0.91	1	0.3	0.25	0.23	0.5	0.6	0.64	0.68	0.71	0.37	0.32	0.31	-0.11	-0.05	-0.03	-0.02	0.05	0.95	1	1	-0.22	-0.09	-0.05	-0.03	0.08	1	1	1	0.47	0.71	0.82	0.97	1.12
P17C2.0C.9M	P44	week3	P17C2	0	9	11	1509	231.26	62.35	170.32	107.96	159.53	69.7	53.45	49.26	45.52	41.34	91.83	119.64	128.15	72	52.35	47.11	43.32	38.82	42.86	48.82	50.11	40.79	34.63	32.82	31.12	29.11	47.49	53.98	55.65	28.9	18.82	16.44	14.4	12.23	44.34	65.66	72.5	-2.3	1.09	2.16	2.21	2.52	48.98	70.82	78.03	0.63	0.41	0.35	0.33	0.32	0.3	0.48	0.55	0.57	-0.03	0.02	0.04	0.05	0.06	0.53	0.59	0.61	1.44	2.19	2.46	2.74	3.12	0.85	0.42	0.33	0.78	0.86	0.88	0.9	0.91	0.64	0.44	0.37	-0.08	0.06	0.13	0.15	0.21	1.1	1.08	1.08	-0.14	0.09	0.19	0.21	0.27	1	0.98	0.97	1.22	2.05	2.39	2.68	3.11
P17C2.0C.ControlM	P45	initial	P17C2	0	Control	11	867	132.87	91.56	196.52	104.96	189.86	116.85	96.55	89.37	79.62	73.64	146.68	156.74	157.93	121.26	97.61	88.15	79.34	73.04	80.81	82.16	80.56	69.49	61.76	58.74	54.37	51.51	79.05	81.88	82.2	47.37	34.78	30.62	25.25	22.13	67.64	74.86	75.73	-4.41	-1.06	1.21	0.28	0.61	65.88	74.58	77.37	0.53	0.41	0.36	0.34	0.32	0.3	0.46	0.48	0.48	-0.04	-0.01	0.01	0	0.01	0.45	0.48	0.49	0.68	1.04	1.2	1.47	1.67	0.34	0.25	0.24	0.63	0.74	0.78	0.82	0.85	0.42	0.35	0.34	-0.09	-0.03	0.04	0.01	0.03	0.97	1	1.02	-0.16	-0.05	0.06	0.02	0.04	1	1	1	0.57	0.95	1.15	1.39	1.6
P17C2.0C.ControlM	P45	week3	P17C2	0	Control	11	735	112.64	95.74	219.74	124	187.56	61.2	46.25	42.91	39.8	37.22	93.93	134.37	141.77	61.45	44.39	40.16	36.78	33.92	48.8	61.56	63.8	44.97	36.34	34.25	32.24	30.52	60.46	74.98	77.23	16.22	9.91	8.66	7.56	6.7	33.47	59.39	64.54	-0.26	1.86	2.76	3.02	3.31	45.13	72.81	77.97	0.56	0.27	0.21	0.2	0.19	0.18	0.36	0.44	0.46	0	0.04	0.06	0.08	0.09	0.48	0.54	0.55	2.59	3.75	4.12	4.52	4.9	1.34	0.64	0.55	0.91	0.95	0.95	0.96	0.96	0.79	0.59	0.55	-0.02	0.19	0.32	0.4	0.49	1.35	1.23	1.21	-0.02	0.23	0.37	0.46	0.55	1.09	1.01	1	2.05	3.23	3.67	4.1	4.53
P17C2.9C.0M	P46	initial	P17C2	9	0	11	1177	180.38	23.96	65.52	41.56	67.78	44.27	38.95	37	35.66	33.79	55.53	57.23	58.47	45.28	38.55	36.16	34.3	32.85	23.97	23.71	23.37	20.39	19.18	18.69	18.35	17.84	22.48	22.76	22.95	23.89	19.77	18.3	17.31	15.96	33.04	34.47	35.52	-1.01	0.4	0.84	1.36	0.94	31.56	33.51	35.1	0.63	0.54	0.51	0.49	0.49	0.47	0.6	0.6	0.61	-0.02	0.01	0.02	0.04	0.03	0.57	0.59	0.6	0.48	0.68	0.77	0.84	0.94	0.18	0.14	0.12	0.47	0.57	0.61	0.63	0.67	0.23	0.19	0.17	-0.04	0.02	0.05	0.08	0.06	0.95	0.97	0.99	-0.09	0.04	0.09	0.15	0.11	1.02	1.01	1.01	0.5	0.76	0.87	0.98	1.06
P17C2.9C.0M	P46	week3	P17C2	9	0	11	651	99.77	70.27	194.06	123.79	179.4	100.15	79.66	72.85	68.82	63.12	123.13	160.03	166.47	103.42	78.12	71.86	66.19	61.08	58.55	67.65	67.67	52.46	46.23	43.85	42.36	40.13	58.14	65.25	66.3	47.69	33.43	29	26.46	22.99	64.98	94.78	100.18	-3.27	1.54	0.99	2.63	2.04	64.57	92.37	98.81	0.64	0.48	0.42	0.4	0.38	0.36	0.53	0.59	0.6	-0.03	0.02	0.01	0.04	0.03	0.52	0.58	0.59	0.94	1.44	1.66	1.82	2.07	0.58	0.21	0.17	0.66	0.77	0.81	0.83	0.85	0.52	0.26	0.22	-0.07	0.05	0.03	0.1	0.09	0.99	0.97	0.99	-0.14	0.08	0.06	0.16	0.13	1	1.01	1.01	0.73	1.3	1.5	1.71	1.94
P17C2.9C.9M	P47	initial	P17C2	9	9	11	401	61.46	82.56	236.34	153.78	231.62	184.21	156.24	146.13	139.32	132.28	207.63	217.96	218.58	189.58	158	145.18	137.37	131.35	86.72	85.47	84.2	75.13	70.02	67.92	66.41	64.76	78.76	80.2	80.28	109.07	86.22	78.21	72.91	67.52	128.87	137.76	138.3	-5.37	-1.76	0.95	1.95	0.93	120.91	132.49	134.38	0.65	0.59	0.55	0.54	0.52	0.51	0.62	0.63	0.63	-0.03	-0.01	0.01	0.01	0.01	0.58	0.61	0.61	0.28	0.51	0.62	0.7	0.79	0.14	0.08	0.08	0.32	0.48	0.54	0.57	0.61	0.18	0.12	0.11	-0.05	-0.02	0.01	0.03	0.01	0.94	0.96	0.97	-0.12	-0.05	0.03	0.06	0.03	1.03	1.02	1.02	0.22	0.47	0.6	0.69	0.76
P17C2.9C.9M	P47	week3	P17C2	9	9	11	1000	153.26	41.26	106.03	64.77	95.05	47.69	38.68	35.23	33.24	30.74	48.35	68.32	75.53	48.38	36.58	33.35	29.64	28.35	27.27	34.44	36.14	27.95	24.59	23.15	22.28	21.13	28.18	33.96	35.65	19.74	14.08	12.08	10.97	9.62	20.18	34.36	39.88	-0.68	2.1	1.87	3.6	2.4	21.09	33.88	39.39	0.61	0.41	0.36	0.34	0.33	0.31	0.42	0.5	0.53	-0.01	0.05	0.05	0.11	0.08	0.44	0.5	0.52	1.22	1.74	2.01	2.19	2.45	1.19	0.55	0.4	0.75	0.83	0.85	0.87	0.89	0.74	0.52	0.43	-0.03	0.15	0.16	0.33	0.25	1.05	0.99	0.99	-0.06	0.22	0.22	0.44	0.33	1.01	1	1	0.96	1.6	1.85	2.21	2.35
